		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  259  254  254  229  258  257  237  230  5.311196 0.723856 SUCCESS   0
000000011  241  247  258  225  247  240  237  224  4.479750 0.811456 SUCCESS   1
000000101  254  247  224  253  268  252  246  252  5.453125 0.708228 SUCCESS   2
000000111  238  253  269  217  221  251  232  233  9.844434 0.276115 SUCCESS   3
000001001  262  251  263  242  252  243  237  258  4.381247 0.821193 SUCCESS   4
000001011  233  264  237  247  260  254  268  266  8.371132 0.398082 SUCCESS   5
000001101  246  237  259  249  221  248  224  239  5.424527 0.711387 SUCCESS   6
000001111  266  249  241  215  238  264  232  250  8.364777 0.398673 SUCCESS   7
000010001  238  270  246  256  231  253  263  256  6.778144 0.560748 SUCCESS   8
000010011  257  234  248  252  239  238  225  254  3.695966 0.883460 SUCCESS   9
000010101  251  223  222  228  270  243  240  234  8.614740 0.375830 SUCCESS  10
000010111  224  247  220  248  257  241  279  249 10.277634 0.246078 SUCCESS  11
000011001  226  261  281  218  250  250  226  245 12.938263 0.113992 SUCCESS  12
000011011  264  234  256  234  229  238  239  255  4.880115 0.770309 SUCCESS  13
000011101  240  250  242  240  247  249  261  238  1.810647 0.986277 SUCCESS  14
000011111  256  254  240  236  247  261  221  251  5.069706 0.750101 SUCCESS  15
000100011  246  258  233  238  231  236  241  235  2.917477 0.939429 SUCCESS  16
000100101  267  272  254  229  245  242  212  223 13.176575 0.105917 SUCCESS  17
000100111  230  237  234  266  244  250  255  248  4.232964 0.835517 SUCCESS  18
000101001  226  240  241  278  227  254  256  220 11.085778 0.196886 SUCCESS  19
000101011  253  236  258  220  258  242  209  255 10.457692 0.234359 SUCCESS  20
000101101  232  238  241  235  237  282  260  266 10.563609 0.227672 SUCCESS  21
000101111  230  248  227  264  247  232  257  249  5.285776 0.726641 SUCCESS  22
000110011  247  257  265  227  236  276  235  248  8.826574 0.357137 SUCCESS  23
000110101  237  233  247  257  247  261  248  252  3.044577 0.931529 SUCCESS  24
000110111  262  236  262  226  247  214  248  248  8.385960 0.396705 SUCCESS  25
000111001  229  245  217  251  231  223  245  245  6.916895 0.545625 SUCCESS  26
000111011  251  250  226  267  253  253  246  241  4.678873 0.791282 SUCCESS  27
000111101  266  240  235  247  248  224  245  221  6.535594 0.587462 SUCCESS  28
000111111  256  261  252  242  258  258  257  259  5.356741 0.718855 SUCCESS  29
001000011  237  257  234  250  215  213  269  243 11.822959 0.159280 SUCCESS  30
001000101  243  261  259  244  252  265  235  229  5.580225 0.694136 SUCCESS  31
001000111  243  253  231  238  235  266  235  237  4.175769 0.840927 SUCCESS  32
001001011  244  226  260  214  248  263  221  242 10.162184 0.253827 SUCCESS  33
001001101  249  253  242  243  242  249  239  235  1.042751 0.997964 SUCCESS  34
001001111  242  229  246  261  246  246  251  251  2.639975 0.954884 SUCCESS  35
001010011  231  249  252  257  224  253  245  216  7.199692 0.515249 SUCCESS  36
001010101  239  237  207  256  244  229  246  255  8.248268 0.409602 SUCCESS  37
001010111  258  250  263  231  240  241  230  247  4.194834 0.839131 SUCCESS  38
001011011  254  241  249  235  228  253  238  262  3.855900 0.869885 SUCCESS  39
001011101  254  230  258  246  282  243  256  223 10.659993 0.221718 SUCCESS  40
