		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001 2363 1957 1036  953  586  476  525  476 37521.833157 0.000000 FAILURE   0
000000011 1346  956  227 1719  298   79  867  974 20536.429276 0.000000 FAILURE   1
000000101  487  509  812  212  129 1492  441   30 8929.699166 0.000000 FAILURE   2
000000111  879  514  182  902  329  160  339 1431 9932.925842 0.000000 FAILURE   3
000001001  241  256  511   15  683  343   35   31 1759.973914 0.000000 FAILURE   4
000001011  252  275  327  255   31  619  536   35 1367.934649 0.000000 FAILURE   5
000001101  242  257    8  509   24    7  562  490 1661.903460 0.000000 FAILURE   6
000001111  721  403  356  534  451  355  543  748 3166.917179 0.000000 FAILURE   7
000010001  116  126  265    7  526    7   35   15 1351.272882 0.000000 FAILURE   8
000010011  130  140  283   51  280  286  130   32 524.233453 0.000000 FAILURE   9
000010101  117  125  266    7   26  509   35   15 1275.352803 0.000000 FAILURE  10
000010111  152  206  182  291  119  352  502   47 629.774216 0.000000 FAILURE  11
000011001  119  125   15  254   27    7  536    7 1386.381113 0.000000 FAILURE  12
000011011  131  147   31  293   47   23  368  285 740.620350 0.000000 FAILURE  13
000011101  124  125   15  245   35    7   35  486 1200.325601 0.000000 FAILURE  14
000011111  853  620  612  924  690  701  953  803 9879.734442 0.000000 FAILURE  15
000100011   68   78  163   42  297   19  132   23 936.298401 0.000000 FAILURE  16
000100101   63   62  140    0  205   74   42    7 1118.357674 0.000000 FAILURE  17
000100111   97  137  198  154  279  206  248   48 358.089234 0.000000 FAILURE  18
000101001   61   63  140    0   30  249   42    7 1185.149846 0.000000 FAILURE  19
000101011   71   78  158   49   48  266  138   23 856.499649 0.000000 FAILURE  20
000101101   61   62   76   65   30  119  172    4 1065.200166 0.000000 FAILURE  21
000101111  180  286  291  361  348  501  547  200 814.193314 0.000000 FAILURE  22
000110011   70   77   30  170   49   15  388   15 1158.155899 0.000000 FAILURE  23
000110101   64   62   16  125   30    0  162  130 1089.086516 0.000000 FAILURE  24
000110111  100  143  113  227  165   87  346  177 399.596956 0.000000 FAILURE  25
000111001   63   63   16  125   31    0   72  220 1131.498767 0.000000 FAILURE  26
000111011   78   78   30  161   57   67   85  244 845.911150 0.000000 FAILURE  27
000111101   47   46   48   60   97    0   42  120 1220.089670 0.000000 FAILURE  28
000111111 1308 1399 1367 1480 1476 1503 1464 1526 48668.256409 0.000000 FAILURE  29
001000011   46   46   94   43  171   74   84   15 1075.791843 0.000000 FAILURE  30
001000101   33   31   78    0  157    0   43    0 1459.222193 0.000000 FAILURE  31
001000111   68  105  182  100  282  129  189   46 559.189164 0.000000 FAILURE  32
001001011   48   46  102   33  105  132   91   15 1060.714591 0.000000 FAILURE  33
001001101   33   32   78    0   92   89   20    0 1414.201212 0.000000 FAILURE  34
001001111  158  249  385  210  444  498  338  210 605.128443 0.000000 FAILURE  35
001010011   46   47  119   15   46  218   57   22 1146.263564 0.000000 FAILURE  36
001010101   31   31   78    0   33  152   16    0 1452.067515 0.000000 FAILURE  37
001010111   70  105  205   82  169  268  160   55 536.149089 0.000000 FAILURE  38
001011011   45   47   89   48   38  162  122   19 1084.018398 0.000000 FAILURE  39
001011101   32   31   46   32   23   95   81    0 1406.621808 0.000000 FAILURE  40
001011111  378  554  843  569  729  910  740  512 6669.716023 0.000000 FAILURE  41
001100101   32   32   16   63   24   35  142    0 1427.995811 0.000000 FAILURE  42
001100111   69  103  140  138  178  134  285   46 551.249643 0.000000 FAILURE  43
001101011   47   48   58   79   37  102  117   83 1035.672690 0.000000 FAILURE  44
001101101   30   31   15   62   23   35   76   85 1369.105029 0.000000 FAILURE  45
001101111  161  254  362  220  471  384  346  304 451.140291 0.000000 FAILURE  46
001110101   30   31   15   63   23   35   16  144 1403.489849 0.000000 FAILURE  47
001110111   77  104  140  153  161  180  112  212 407.662518 0.000000 FAILURE  48
001111011   40   39   75   46   72  102   58  174 1020.980975 0.000000 FAILURE  49
001111101   23   23   32   30   55   35   16   79 1472.022234 0.000000 FAILURE  50
001111111 2588 2822 2958 2877 3028 2865 2797 2967 232959.704956 0.000000 FAILURE  51
010000011   41   36   78   20  126   76   58  115 1084.336149 0.000000 FAILURE  52
010000111   61   90  174  155  211  132  116  146 465.457061 0.000000 FAILURE  53
010001011   33   32   90   16  155   51   58  114 1110.778270 0.000000 FAILURE  54
010001111  144  311  313  242  612  254  245  364 716.191707 0.000000 FAILURE  55
010010011   32   32   91   16  148   59   51  123 1105.610591 0.000000 FAILURE  56
010010111   63   87  180  142  196  137  114  152 471.318495 0.000000 FAILURE  57
010011011   33   32   90   16  141   91   28  124 1104.027135 0.000000 FAILURE  58
010011111  423  534  868  572  920  693  600  645 6602.382615 0.000000 FAILURE  59
010100011   33   31   90   16  134   98   44  104 1097.113948 0.000000 FAILURE  60
010100111   61   89  198  124  167  192  119  119 483.547645 0.000000 FAILURE  61
010101011   31   31   90   16  112  121  122   25 1110.800512 0.000000 FAILURE  62
010101111  145  310  335  225  588  302  395  206 714.326512 0.000000 FAILURE  63
010110011   32   32   88   17  104  116  138   25 1106.974799 0.000000 FAILURE  64
010110111   61   92  185  142  158  170  211   81 471.207282 0.000000 FAILURE  65
010111011   32   32   73   32  102   96  156   24 1112.703837 0.000000 FAILURE  66
010111111  935 1396 1565 1251 1716 1435 1414 1464 46620.045370 0.000000 FAILURE  67
011000111   61  100  158  155  150  148  239  239 372.062833 0.000000 FAILURE  68
011001111  196  309  247  475  366  234  466  384 608.326071 0.000000 FAILURE  69
011010111   66  141  108  217   98  159  197  325 419.385385 0.000000 FAILURE  70
011011111  505  655  753  747  704  786  551  834 7185.179038 0.000000 FAILURE  71
011101111  231  309  293  472  291  376  440  366 557.146029 0.000000 FAILURE  72
011111111 5413 5859 5858 5867 5868 5411 5389 4898 965237.570591 0.000000 FAILURE  73
100000000 2363 1957 1036  953  586  476  525  476 37521.833157 0.000000 FAILURE  74
100010000  114  115  129  115  165  122  205   58 512.134580 0.000000 FAILURE  75
100100000  272  249  245  283  279  227  324  211 47.872790 0.000000 FAILURE  76
100101000   19   94   68   61   70  102  110   20 1086.765879 0.000000 FAILURE  77
100110000  163   96  188   54  148  214  130  113 458.346868 0.000000 FAILURE  78
100111000   38   95   91   38   80  127   55   58 1024.116111 0.000000 FAILURE  79
101000000  622  503  558  447  519  538  506  475 2683.007828 0.000000 FAILURE  80
101000100   19   20   71   40   15  120   34   39 1384.063655 0.000000 FAILURE  81
101001000   40   97   91   38   75  153   45   47 1036.559213 0.000000 FAILURE  82
101001100   19   20   70   39   27  107   27   47 1378.007334 0.000000 FAILURE  83
101010000  160  117  185   77  231  134  136  101 420.023004 0.000000 FAILURE  84
101010100   20   20   70   38   82   51   66    8 1374.106419 0.000000 FAILURE  85
101011000   38   95   91   40  157   70   85   10 1050.209766 0.000000 FAILURE  86
101011100   19   19   72   39   82   51   66    8 1373.236843 0.000000 FAILURE  87
101100000  336  236  355  192  346  279  219  239 151.544122 0.000000 FAILURE  88
101100100   19   19   72   38   83   51   66    8 1373.609670 0.000000 FAILURE  89
101101000   71   63  101   28  158   89   67   71 943.930763 0.000000 FAILURE  90
101101100   20   19   83   27   83   73   43   61 1284.765626 0.000000 FAILURE  91
101110000  218  112  144  105  192  186   84  226 337.172790 0.000000 FAILURE  92
101110100   20   74   28  109    0   73   43  169 1182.535821 0.000000 FAILURE  93
101111000   96   95   46  111   76   93   62  191 797.560145 0.000000 FAILURE  94
101111100   19   74   26  109    0   73   97  117 1153.003048 0.000000 FAILURE  95
110000000 1304  974 1018  972  555  585  496  592 13481.230766 0.000000 FAILURE  96
110000010    0   19   26   90   39   15  149  119 1274.775556 0.000000 FAILURE  97
110000100   19   74   26  112   38   34  206    8 1222.312863 0.000000 FAILURE  98
110001000   95   95   46  110  114   51  227   28 859.843441 0.000000 FAILURE  99
110001010    0   19   21   97   39    0  220    8 1439.278066 0.000000 FAILURE 100
110010000  224  132  115  212  134  184  206  159 233.544884 0.000000 FAILURE 101
110010010    0   20   28   89   39   52  166    8 1361.876210 0.000000 FAILURE 102
110010100   19   75   79   57   39  126  106   15 1140.397894 0.000000 FAILURE 103
110011000  144   76  124   30  114  200   70   90 726.691236 0.000000 FAILURE 104
110011010   19   19   82   43   12  161   51   18 1344.379819 0.000000 FAILURE 105
110100000  427  273  309  270  228  397  188  477 509.107479 0.000000 FAILURE 106
110100010   19   20   82   55   52  130   30  172 1118.286709 0.000000 FAILURE 107
110100100   40   78  103   55   52  149   15  190 958.917986 0.000000 FAILURE 108
110101000  140   97  121   75  216   57  113  186 561.909106 0.000000 FAILURE 109
110101010   20   20   82   54  161   20  172   33 1143.111481 0.000000 FAILURE 110
110101100   38   76  102   55  161   39  172   35 951.736829 0.000000 FAILURE 111
110110000  277  135  197  168  237  153  211  222 131.108541 0.000000 FAILURE 112
110110010   19   19   83   56  162   19  173   33 1142.939896 0.000000 FAILURE 113
110110100   71   43  140   68  110  113   99  147 753.972218 0.000000 FAILURE 114
110111000  199  120   79  155   98  215   35  337 538.958002 0.000000 FAILURE 115
110111010   20  101   39  176    0  176   15  354 1043.249975 0.000000 FAILURE 116
110111100   96  102   58  177    0  197   15  376 902.393384 0.000000 FAILURE 117
111000000  764  555  461  642  481  629  592  718 4753.822565 0.000000 FAILURE 118
111000010   19  101   39  177  126   49  338   24 961.905898 0.000000 FAILURE 119
111000100   95  102   58  178  157   39  338   44 762.526056 0.000000 FAILURE 120
111000110   20  102   90  125  158   33  324   23 913.614207 0.000000 FAILURE 121
111001000  205  120  130  200  156  162  254  154 231.491158 0.000000 FAILURE 122
111001010   19  102  178   38  157  257   86   39 815.885864 0.000000 FAILURE 123
111001100  144  103  199   15  158  361    0  113 772.530954 0.000000 FAILURE 124
111010000  337  237  221  342   99  397   38  600 984.421684 0.000000 FAILURE 125
111010010   40  124  162  172  150  193    0  353 639.600115 0.000000 FAILURE 126
111010100  140  124  181  172  323   38  175  251 372.797895 0.000000 FAILURE 127
111010110   38  123  161  173  323   20  314   63 691.718578 0.000000 FAILURE 128
111011000  257  153  191  247  322   58  334  374 326.020814 0.000000 FAILURE 129
111011010   74  141  187  199  219  170  164  423 378.838328 0.000000 FAILURE 130
111011100  226  199  177  296   43  353  161  654 1003.132940 0.000000 FAILURE 131
111100000  528  427  329  613  251  472  752  633 3043.776227 0.000000 FAILURE 132
111100010  122  200  157  331  322  205  646   22 1061.022809 0.000000 FAILURE 133
111100100  232  200  317  191  322  484  386   96 491.034901 0.000000 FAILURE 134
111100110  191  221  420   74  323  785    0  103 1870.540428 0.000000 FAILURE 135
111101000  363  340  362  398  377  522   19  802 2193.203150 0.000000 FAILURE 136
111101010  187  322  323  321  839   19  490  162 2089.591132 0.000000 FAILURE 137
111101100  355  330  305  522  615   39  629  469 2028.984498 0.000000 FAILURE 138
111101110  352  478  316  796   51  648  347 1210 6439.640443 0.000000 FAILURE 139
111110000  537  591  372 1007  420  502 1337  518 9198.842146 0.000000 FAILURE 140
111110010  367  464  942  213  637 1209  472   22 7363.514277 0.000000 FAILURE 141
111110100  579  641  852  638  971  740   38 1317 11702.057850 0.000000 FAILURE 142
111110110  686  782  781 1039 1011  478  798 1234 14125.267205 0.000000 FAILURE 143
111111000  896 1161  927 1485 1030  897 2471  443 39460.599340 0.000000 FAILURE 144
111111010 1132 1452 1664 1284 2615  720 1156 1590 58614.635270 0.000000 FAILURE 145
111111100 2060 2366 2804 1939 2213 3481 2924  962 166400.410229 0.000000 FAILURE 146
111111110 5413 5859 5859 5867 5867 5411 5389 4898 965237.494331 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  335  295  255  242  243  329  324  231 104.758568 0.000000 FAILURE   0
000000011  321   23  151   99  289  623  601  480 1750.153311 0.000000 FAILURE   1
000000101   32  107  673  876  429   87   27   69 3320.190393 0.000000 FAILURE   2
000000111  653   64  330   61  275  368  612 1028 4264.731766 0.000000 FAILURE   3
000001001  220 1161  692   15   16   94   20   68 5296.527372 0.000000 FAILURE   4
000001011   59   43  355  989  855  182   35   54 4655.097546 0.000000 FAILURE   5
000001101   48   28    8   15  277  895  961   38 4976.158807 0.000000 FAILURE   6
000001111  787  163  539  222  603  403  490 1070 5445.358437 0.000000 FAILURE   7
