		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001 3896 3904 3225 2855 2210 2028 1966 1925 234161.759648 0.000000 FAILURE   0
000000011 1674 1674 1466 1892 1684 1306 1490 1280 59837.108596 0.000000 FAILURE   1
000000101 1062 1071 1110 1031  605 1665  548 1522 27944.972478 0.000000 FAILURE   2
000000111  899  866  812 1005  594 1039  471 1607 18557.218775 0.000000 FAILURE   3
000001001  545  578  596  576  961  229  931  266 6026.111725 0.000000 FAILURE   4
000001011  552  511  663  367  392 1045   25  720 5483.541432 0.000000 FAILURE   5
000001101  380  411  352  483  627   97  962   36 3566.883255 0.000000 FAILURE   6
000001111  597  603  621  620  431  823  189 1125 7141.446004 0.000000 FAILURE   7
000010001  263  293  413  178  496  357  367   29 733.770713 0.000000 FAILURE   8
000010011  317  305  283  349  549   85  476  278 824.920565 0.000000 FAILURE   9
000010101  258  291  255  334   21  517  231  480 807.680492 0.000000 FAILURE  10
000010111  354  297  462  219  320  590  141  378 918.988423 0.000000 FAILURE  11
000011001  181  203  193  230  356   43  485   14 730.549784 0.000000 FAILURE  12
000011011  234  220  204  260  353  115  542   32 698.203862 0.000000 FAILURE  13
000011101  178  208  186  237  177  222   56  437 367.293401 0.000000 FAILURE  14
000011111  641  635  691  663  488  886  465  899 6925.143841 0.000000 FAILURE  15
000100011  176  163  235  103  320  215  243   25 363.693290 0.000000 FAILURE  16
000100101  119  149  161  145  256   75  310    6 555.969294 0.000000 FAILURE  17
000100111  246  192  231  256  379  120  303  231 170.613377 0.000000 FAILURE  18
000101001  119  150  138  168  106  193  165  184 309.875921 0.000000 FAILURE  19
000101011  172  163  156  182   75  304  126  299 307.420770 0.000000 FAILURE  20
000101101  101  124  181   79  107  280    7  163 631.541967 0.000000 FAILURE  21
000101111  311  342  394  280  373  456  279  348 471.572695 0.000000 FAILURE  22
000110011  111  142  120  132  241   58  311   26 605.140094 0.000000 FAILURE  23
000110101   54  129  102  118  188   44  244    5 787.551011 0.000000 FAILURE  24
000110111  181  173  186  216  251  142  415   65 360.006327 0.000000 FAILURE  25
000111001   53  128  101  119  100  132  125  124 627.534076 0.000000 FAILURE  26
000111011  111  143  120  132  153  146   70  261 442.580098 0.000000 FAILURE  27
000111101   54  128  100  119  100  133   12  237 733.428602 0.000000 FAILURE  28
000111111 1025 1064 1026 1089  946 1154  891 1022 20976.353512 0.000000 FAILURE  29
001000011   83  113  138   92  169  123  159   52 601.746521 0.000000 FAILURE  30
001000101   24   99  117   44  152  113  101   35 913.535828 0.000000 FAILURE  31
001000111  152  181  168  170  241  152  270   88 242.772353 0.000000 FAILURE  32
001001011   83  112   96  132  167   44  236   53 680.088917 0.000000 FAILURE  33
001001101   24  100   79   85  150   33  126   90 902.221799 0.000000 FAILURE  34
001001111  285  285  229  351  377  204  372  311 233.366944 0.000000 FAILURE  35
001010011   84  112   95  132   77  126  157  142 583.863534 0.000000 FAILURE  36
001010101   24   99   77   83   31  142  102  124 906.179909 0.000000 FAILURE  37
001010111  149  181  126  209  116  191  189  254 214.355943 0.000000 FAILURE  38
001011011   64   86  139   86   93  154   79  132 696.097178 0.000000 FAILURE  39
001011101   24   56  122   39   75  143   24  114 1038.212574 0.000000 FAILURE  40
001011111  499  523  537  557  512  552  575  532 2903.362368 0.000000 FAILURE  41
001100101   15   46   85   60  116   24  142   35 1143.936573 0.000000 FAILURE  42
001100111  105  169  127  185  200   65  314   89 445.666513 0.000000 FAILURE  43
001101011   27  108   95  112  142   23  187   68 843.002675 0.000000 FAILURE  44
001101101   16   44   84   65  123   10  142   42 1146.386428 0.000000 FAILURE  45
001101111  237  278  219  341  305  188  408  283 196.735630 0.000000 FAILURE  46
001110101   16   43   82   65   78   54   23  161 1145.653484 0.000000 FAILURE  47
001110111  104  170  126  190  163   96  152  254 335.202738 0.000000 FAILURE  48
001111011   26  108   94  112   95   68   77  182 809.846490 0.000000 FAILURE  49
001111101   15   43   83   65   37  150  294  361 927.424694 0.000000 FAILURE  50
001111111 1984 2007 1868 1815 1683 1740 1499 1413 78329.664655 0.000000 FAILURE  51
010000011   19  101  111   82   93  102   77  120 853.896215 0.000000 FAILURE  52
010000111   98  147  114  210  154   89  227  129 400.857365 0.000000 FAILURE  53
010001011   19   86   82   97  113   66  122   98 884.635379 0.000000 FAILURE  54
010001111  231  292  175  346  293  192  367  269 162.874039 0.000000 FAILURE  55
010010011   19   86   82   98  114   67  122  100 878.321681 0.000000 FAILURE  56
010010111   99  144   94  229  145   56  267  128 479.072661 0.000000 FAILURE  57
010011011   24   87   56  131  102   27  114  166 896.947144 0.000000 FAILURE  58
010011111  515  485  394  657  508  394  613  564 2774.187337 0.000000 FAILURE  59
010100011   25   85   55  130   72   57  113  165 890.660984 0.000000 FAILURE  60
010100111  103  144   87  239   76  114  222  193 436.197554 0.000000 FAILURE  61
010101011   25   86   54  130   43   86  114  165 893.257004 0.000000 FAILURE  62
010101111  234  292  158  367  215  220  319  377 210.149988 0.000000 FAILURE  63
010110011   25   70  107   50   87  122   41  161 943.063305 0.000000 FAILURE  64
010110111   84  120  166  159  118  151  137  201 391.096076 0.000000 FAILURE  65
010111011   26   42  135   53   83  122   31  170 968.768245 0.000000 FAILURE  66
010111111  960 1013  944 1068  972  930  926  940 17885.795438 0.000000 FAILURE  67
011000111   59  139  157  150  143  138  169  122 439.850623 0.000000 FAILURE  68
011001111  199  264  256  241  311  223  331  265 65.599020 0.000000 FAILURE  69
011010111   57  142  142  141  167  125  174  134 439.315744 0.000000 FAILURE  70
011011111  457  453  521  540  498  465  564  559 2405.797168 0.000000 FAILURE  71
011101111  200  237  282  247  286  245  248  347 66.910270 0.000000 FAILURE  72
011111111 3903 3626 3394 2785 2684 2686 2442 2359 264458.482086 0.000000 FAILURE  73
100000000 3896 3904 3225 2855 2210 2028 1966 1925 234161.759648 0.000000 FAILURE  74
100010000  212  231  314  199  259  337  236  218 75.067980 0.000000 FAILURE  75
100100000  427  494  553  435  554  544  475  475 2204.220613 0.000000 FAILURE  76
100101000   58  148  171   73  196  162  109  142 492.565398 0.000000 FAILURE  77
100110000  200  230  300  212  339  226  289  232 75.375138 0.000000 FAILURE  78
100111000   58  146  162   89  247   86  129  152 516.161536 0.000000 FAILURE  79
101000000  994  977  998  959 1085  945 1046  935 19054.004427 0.000000 FAILURE  80
101000100   22   42  113   53  149   42  121   33 1074.222157 0.000000 FAILURE  81
101001000   57  148  160   88  233  100  166  116 504.685454 0.000000 FAILURE  82
101001100   28   41  108   52  140   44  118   43 1061.975001 0.000000 FAILURE  83
101010000  241  232  252  243  291  233  313  274 34.644845 0.000031 FAILURE  84
101010100   28   80   70   74  101   56  115   91 969.796697 0.000000 FAILURE  85
101011000  111  155   94  200  130  110  143  220 389.656667 0.000000 FAILURE  86
101011100   38   81   55  119   57   92   61  186 913.396018 0.000000 FAILURE  87
101100000  539  511  400  645  475  451  506  665 2902.060651 0.000000 FAILURE  88
101100100   39   92   44  147   31   93  101  208 867.468389 0.000000 FAILURE  89
101101000  124  152   81  236   91  128  196  245 376.393769 0.000000 FAILURE  90
101101100   40   94   43  147   32   92  126  186 845.470536 0.000000 FAILURE  91
101110000  278  270  174  367  231  212  373  330 199.209845 0.000000 FAILURE  92
101110100   40  105   34  144   60   63  189  124 844.696284 0.000000 FAILURE  93
101111000  135  152   69  249  115   93  282  165 416.444077 0.000000 FAILURE  94
101111100   39  106   54  133   54  101  145  137 794.735345 0.000000 FAILURE  95
110000000 1979 1981 1881 2093 1722 1438 1610 1442 80641.619037 0.000000 FAILURE  96
110000010   18   33   91   52   44  120   76   92 1113.950477 0.000000 FAILURE  97
110000100   39  107  101   89   55  146   98  137 778.077815 0.000000 FAILURE  98
110001000  135  153  152  166  103  226  158  173 286.075364 0.000000 FAILURE  99
110001010   17   33  108   36   45  153   42   64 1183.131073 0.000000 FAILURE 100
110010000  272  274  250  328  254  271  305  325 83.908852 0.000000 FAILURE 101
110010010   18   22  103   74   63   95   68  103 1081.671283 0.000000 FAILURE 102
110010100   30  107  111  110   73  122   94  172 729.988425 0.000000 FAILURE 103
110011000  125  152  149  202  170  121  190  206 248.007819 0.000000 FAILURE 104
110011010   18   23  102   74  124   35   73   99 1091.701601 0.000000 FAILURE 105
110100000  577  516  472  607  605  391  661  503 3223.814607 0.000000 FAILURE 106
110100010   17   24  102   75  157    0  146   30 1150.295816 0.000000 FAILURE 107
110100100   29  106  113  112  168   27  166  101 760.629087 0.000000 FAILURE 108
110101000  171  128  127  247  174   73  242  242 282.878796 0.000000 FAILURE 109
110101010   29   67   47  121  113    0  127  132 994.563215 0.000000 FAILURE 110
110101100   88  119   80  169   90   67   96  295 645.114141 0.000000 FAILURE 111
110110000  339  306  185  444  228  226  328  547 659.363124 0.000000 FAILURE 112
110110010   41   92   45  181   19   71  144  235 842.246429 0.000000 FAILURE 113
110110100   98  130   55  213   42   86  213  260 585.477705 0.000000 FAILURE 114
110111000  197  176   91  308   89  131  389  211 395.434427 0.000000 FAILURE 115
110111010   40   93   45  177   83    7  336   44 1014.016947 0.000000 FAILURE 116
110111100   98  128   63  207  113   19  401   69 814.184841 0.000000 FAILURE 117
111000000 1033 1029  960 1141 1023  989 1264  961 22330.449606 0.000000 FAILURE 118
111000010   41   93  135   87   91  180  155   44 746.703150 0.000000 FAILURE 119
111000100  100  129  193   75  103  302  127   68 564.523132 0.000000 FAILURE 120
