		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  257  254  243  244  250  247  255  246  1.818061 0.986090 SUCCESS   0
000000011  256  246  260  255  248  252  250  266  4.680992 0.791064 SUCCESS   1
000000101  237  243  245  232  235  250  241  247  1.421933 0.993930 SUCCESS   2
000000111  250  248  244  241  251  249  254  269  3.586871 0.892344 SUCCESS   3
000001001  227  228  253  222  261  226  268  266 11.792243 0.160717 SUCCESS   4
000001011  245  247  228  256  242  252  236  232  2.921714 0.939174 SUCCESS   5
000001101  265  254  232  251  244  254  232  224  5.834425 0.665773 SUCCESS   6
000001111  257  250  260  246  245  255  260  241  3.544505 0.895708 SUCCESS   7
000010001  244  251  224  264  239  260  232  241  5.433001 0.710451 SUCCESS   8
000010011  244  246  255  234  231  233  253  250  2.684460 0.952574 SUCCESS   9
000010101  257  240  282  227  239  265  256  250 10.795567 0.213554 SUCCESS  10
000010111  245  240  225  226  231  251  256  255  5.045345 0.752719 SUCCESS  11
000011001  240  245  251  232  238  254  227  280  8.165653 0.417458 SUCCESS  12
000011011  254  250  247  247  266  252  238  241  3.119778 0.926617 SUCCESS  13
000011101  260  229  230  238  246  243  257  247  3.798705 0.874813 SUCCESS  14
000011111  250  259  239  255  247  248  250  243  1.946221 0.982616 SUCCESS  15
000100011  233  247  233  259  220  262  259  234  7.212402 0.513899 SUCCESS  16
000100101  220  286  270  232  258  245  231  234 15.337278 0.052910 SUCCESS  17
000100111  231  267  258  214  248  257  230  226 10.610212 0.224778 SUCCESS  18
000101001  243  254  244  232  250  233  245  254  2.128397 0.976820 SUCCESS  19
000101011  256  210  262  233  253  258  248  260  9.689795 0.287477 SUCCESS  20
000101101  244  238  237  268  252  259  218  239  6.992095 0.537486 SUCCESS  21
000101111  240  248  232  215  223  245  262  251  7.800240 0.453223 SUCCESS  22
000110011  236  234  249  224  262  224  229  294 17.108206 0.029002 SUCCESS  23
000110101  238  233  227  242  253  236  253  227  4.134461 0.844793 SUCCESS  24
000110111  246  236  220  245  261  243  235  252  4.590962 0.800265 SUCCESS  25
000111001  234  240  246  257  234  245  242  244  1.680370 0.989293 SUCCESS  26
000111011  263  223  233  254  227  243  268  240  8.072446 0.426426 SUCCESS  27
000111101  259  272  257  257  228  232  259  244  8.295931 0.405110 SUCCESS  28
000111111  251  256  254  253  252  251  256  242  2.624088 0.955693 SUCCESS  29
001000011  258  227  236  227  246  235  225  230  6.342826 0.608889 SUCCESS  30
001000101  252  246  215  248  238  265  227  253  7.516383 0.482076 SUCCESS  31
001000111  243  251  234  252  230  258  234  247  3.032927 0.932274 SUCCESS  32
001001011  238  251  266  232  246  249  218  223  7.907216 0.442586 SUCCESS  33
001001101  268  219  245  251  204  230  248  254 13.436072 0.097701 SUCCESS  34
001001111  224  238  215  250  252  246  238  234  6.485813 0.592982 SUCCESS  35
